时间,开盘,最高,最低,收盘
2025-08-18 05:47:00,150.79,151.5,147.57,148.45
2025-08-18 05:48:00,148.45,149.18,146.07,146.5
2025-08-18 05:49:00,146.5,147.18,143.62,144.66
2025-08-18 05:50:00,144.66,148.38,144.26,146.91
2025-08-18 05:51:00,146.91,149.29,146.56,149.09
2025-08-18 05:52:00,149.09,150.33,148.55,150.05
2025-08-18 05:53:00,150.05,151.85,149.68,151.47
2025-08-18 05:54:00,151.47,151.93,148.21,149.33
2025-08-18 05:55:00,149.33,152.15,148.62,151.39
2025-08-18 05:56:00,151.39,152.18,151.1,152.08
2025-08-18 05:57:00,152.08,152.31,151.27,151.35
2025-08-18 05:58:00,151.35,154.33,150.79,154.1
2025-08-18 05:59:00,154.1,154.52,150.82,152.24
2025-08-18 06:00:00,152.24,153.79,151.86,153.55
2025-08-18 06:01:00,153.55,155.34,153.52,154.74
2025-08-18 06:02:00,154.74,154.85,151.8,152.77
2025-08-18 06:03:00,152.77,152.8,152.63,152.65
2025-08-18 06:04:00,152.65,153.04,152.59,152.87
2025-08-18 06:05:00,152.87,153.19,150.91,151.64
2025-08-18 06:06:00,151.64,154.26,150.99,154.22
2025-08-18 06:07:00,154.22,154.29,153.77,153.98
2025-08-18 06:08:00,153.98,156.53,153.43,155.64
2025-08-18 06:09:00,155.64,159.28,155.48,157.77
2025-08-18 06:10:00,157.77,159.38,157.19,158.91
2025-08-18 06:11:00,158.91,159.31,154.73,155.78
2025-08-18 06:12:00,155.78,155.97,153.13,154.21
2025-08-18 06:13:00,154.21,154.8,152.6,153.08
2025-08-18 06:14:00,153.08,155.08,152.79,154.99
2025-08-18 06:15:00,154.99,155.19,151.19,151.9
2025-08-18 06:16:00,151.9,152.24,150.5,151.12
2025-08-18 06:17:00,151.12,151.31,151.11,151.3
2025-08-18 06:18:00,151.3,151.8,148.67,149.77
2025-08-18 06:19:00,149.77,150.2,147.01,148.14
2025-08-18 06:20:00,148.14,150.17,147.7,149.66
2025-08-18 06:21:00,149.66,150.65,149.4,150.21
2025-08-18 06:22:00,150.21,151.06,147.78,147.81
2025-08-18 06:23:00,147.81,149.71,147.67,149.58
2025-08-18 06:24:00,149.58,153.18,149.53,152.51
2025-08-18 06:25:00,152.51,153.78,152.17,153.48
2025-08-18 06:26:00,153.48,157.95,152.9,156.52
2025-08-18 06:27:00,156.52,160.2,155.95,159.55
2025-08-18 06:28:00,159.55,162.13,159.2,161.39
2025-08-18 06:29:00,161.39,161.46,160.33,160.4
2025-08-18 06:30:00,160.4,160.65,157.58,158.46
2025-08-18 06:31:00,158.46,158.49,157.62,157.85
2025-08-18 06:32:00,157.85,157.9,157.6,157.69
2025-08-18 06:33:00,157.69,161.23,156.58,160.3
2025-08-18 06:34:00,160.3,162.26,160.09,161.82
2025-08-18 06:35:00,161.82,162.76,161.68,162.48
2025-08-18 06:36:00,162.48,165.68,161.87,165.41
2025-08-18 06:37:00,165.41,165.9,162.21,163.15
2025-08-18 06:38:00,163.15,165.48,162.8,165.1
2025-08-18 06:39:00,165.1,167.22,164.4,166.81
2025-08-18 06:40:00,166.81,168.48,166.46,168.38
2025-08-18 06:41:00,168.38,172.48,167.58,171.07
2025-08-18 06:42:00,171.07,175.27,170.65,174.42
2025-08-18 06:43:00,174.42,174.51,174.4,174.5
2025-08-18 06:44:00,174.5,175.31,171.47,172.5
2025-08-18 06:45:00,172.5,174.48,172.04,174.0
2025-08-18 06:46:00,174.0,178.08,173.16,176.49
2025-08-18 06:47:00,176.49,178.39,176.2,177.68
2025-08-18 06:48:00,177.68,178.97,174.24,174.25
2025-08-18 06:49:00,174.25,177.71,174.08,176.43
2025-08-18 06:50:00,176.43,180.26,176.38,178.72
2025-08-18 06:51:00,178.72,179.08,175.75,176.29
2025-08-18 06:52:00,176.29,180.67,175.86,179.29
2025-08-18 06:53:00,179.29,179.67,176.26,177.2
2025-08-18 06:54:00,177.2,181.78,176.67,180.67
2025-08-18 06:55:00,180.67,187.19,179.55,184.25
2025-08-18 06:56:00,184.25,185.02,180.7,180.88
2025-08-18 06:57:00,180.88,184.01,180.49,182.89
2025-08-18 06:58:00,182.89,182.99,180.24,181.41
2025-08-18 06:59:00,181.41,181.65,179.43,179.43
2025-08-18 07:00:00,179.43,182.66,178.67,182.15
2025-08-18 07:01:00,182.15,182.69,179.7,179.75
2025-08-18 07:02:00,179.75,183.26,178.36,183.18
2025-08-18 07:03:00,183.18,183.19,181.05,181.21
2025-08-18 07:04:00,181.21,181.29,180.89,180.98
2025-08-18 07:05:00,180.98,181.33,178.28,179.43
2025-08-18 07:06:00,179.43,181.0,174.08,176.07
2025-08-18 07:07:00,176.07,176.28,175.04,175.36
2025-08-18 07:08:00,175.36,175.71,174.41,174.66
2025-08-18 07:09:00,174.66,174.87,173.62,173.84
2025-08-18 07:10:00,173.84,173.9,173.83,173.89
2025-08-18 07:11:00,173.89,177.17,173.87,176.17
2025-08-18 07:12:00,176.17,179.13,176.03,178.22
2025-08-18 07:13:00,178.22,180.46,178.11,179.76
2025-08-18 07:14:00,179.76,182.6,179.61,181.66
2025-08-18 07:15:00,181.66,187.58,181.47,185.23
2025-08-18 07:16:00,185.23,186.87,184.76,186.48
2025-08-18 07:17:00,186.48,187.43,186.42,187.04
2025-08-18 07:18:00,187.04,188.41,186.96,187.95
2025-08-18 07:19:00,187.95,193.58,187.16,191.48
2025-08-18 07:20:00,191.48,193.16,191.27,192.72
2025-08-18 07:21:00,192.72,195.89,192.1,195.24
2025-08-18 07:22:00,195.24,200.69,194.51,198.8
2025-08-18 07:23:00,198.8,203.45,198.08,202.57
2025-08-18 07:24:00,202.57,203.43,198.72,199.2
2025-08-18 07:25:00,199.2,204.46,198.92,202.27
2025-08-18 07:26:00,202.27,202.39,202.25,202.36
2025-08-18 07:27:00,202.36,202.45,199.26,199.74
2025-08-18 07:28:00,199.74,200.45,195.02,196.15
2025-08-18 07:29:00,196.15,196.28,195.35,195.72
2025-08-18 07:30:00,195.72,196.39,193.66,194.07
2025-08-18 07:31:00,194.07,194.1,190.91,191.13
2025-08-18 07:32:00,191.13,193.85,190.93,192.83
2025-08-18 07:33:00,192.83,196.51,192.53,195.26
2025-08-18 07:34:00,195.26,197.39,194.6,197.17
2025-08-18 07:35:00,197.17,201.6,196.73,199.91
2025-08-18 07:36:00,199.91,202.0,199.44,201.44
2025-08-18 07:37:00,201.44,206.12,199.82,204.38
2025-08-18 07:38:00,204.38,208.1,203.5,206.5
2025-08-18 07:39:00,206.5,207.33,206.35,207.27
2025-08-18 07:40:00,207.27,207.3,203.64,205.19
2025-08-18 07:41:00,205.19,206.08,201.04,201.91
2025-08-18 07:42:00,201.91,206.13,201.58,204.95
2025-08-18 07:43:00,204.95,205.17,200.27,201.97
2025-08-18 07:44:00,201.97,202.51,201.89,202.37
2025-08-18 07:45:00,202.37,202.53,201.54,201.63
2025-08-18 07:46:00,201.63,203.21,201.29,202.84
2025-08-18 07:47:00,202.84,208.14,201.46,206.85
2025-08-18 07:48:00,206.85,210.03,205.79,209.79
2025-08-18 07:49:00,209.79,211.35,205.44,206.56
2025-08-18 07:50:00,206.56,207.04,206.48,206.93
2025-08-18 07:51:00,206.93,210.15,206.4,209.96
2025-08-18 07:52:00,209.96,210.24,206.12,206.92
2025-08-18 07:53:00,206.92,207.08,204.53,204.7
2025-08-18 07:54:00,204.7,208.49,204.56,207.19
2025-08-18 07:55:00,207.19,212.07,206.8,210.49
2025-08-18 07:56:00,210.49,212.56,210.27,211.86
2025-08-18 07:57:00,211.86,212.04,209.56,210.21
2025-08-18 07:58:00,210.21,211.31,206.95,208.09
2025-08-18 07:59:00,208.09,209.18,208.05,208.97
2025-08-18 08:00:00,208.97,209.0,208.8,208.83
2025-08-18 08:01:00,208.83,208.88,208.47,208.53
2025-08-18 08:02:00,208.53,215.34,208.52,212.6
2025-08-18 08:03:00,212.6,214.29,212.19,213.97
2025-08-18 08:04:00,213.97,214.41,208.71,211.13
2025-08-18 08:05:00,211.13,212.84,210.91,212.2
2025-08-18 08:06:00,212.2,216.44,211.62,214.92
2025-08-18 08:07:00,214.92,215.02,214.42,214.56
2025-08-18 08:08:00,214.56,218.22,214.05,217.57
2025-08-18 08:09:00,217.57,222.97,216.77,221.38
2025-08-18 08:10:00,221.38,221.45,220.68,220.9
2025-08-18 08:11:00,220.9,221.9,220.79,221.52
2025-08-18 08:12:00,221.52,222.19,219.01,219.02
2025-08-18 08:13:00,219.02,220.59,213.61,214.87
2025-08-18 08:14:00,214.87,217.81,213.69,217.54
2025-08-18 08:15:00,217.54,218.75,212.39,214.2
2025-08-18 08:16:00,214.2,218.89,213.92,217.66
2025-08-18 08:17:00,217.66,218.05,213.72,214.3
2025-08-18 08:18:00,214.3,216.56,213.75,215.93
2025-08-18 08:19:00,215.93,216.43,210.17,212.29
2025-08-18 08:20:00,212.29,215.41,211.61,214.4
2025-08-18 08:21:00,214.4,214.55,209.54,210.82
2025-08-18 08:22:00,210.82,211.06,208.02,208.68
2025-08-18 08:23:00,208.68,209.28,202.96,205.57
2025-08-18 08:24:00,205.57,210.17,204.93,209.02
2025-08-18 08:25:00,209.02,210.95,201.23,204.93
2025-08-18 08:26:00,204.93,209.72,204.29,208.31
2025-08-18 08:27:00,208.31,214.15,206.89,211.74
2025-08-18 08:28:00,211.74,211.96,207.81,209.51
2025-08-18 08:29:00,209.51,210.58,209.27,210.19
2025-08-18 08:30:00,210.19,210.24,208.08,208.77
2025-08-18 08:31:00,208.77,208.89,207.44,207.81
2025-08-18 08:32:00,207.81,210.6,207.27,209.64
2025-08-18 08:33:00,209.64,211.5,209.43,211.06
2025-08-18 08:34:00,211.06,212.38,206.69,206.92
2025-08-18 08:35:00,206.92,211.61,205.58,210.05
2025-08-18 08:36:00,210.05,211.59,206.25,206.44
2025-08-18 08:37:00,206.44,207.75,202.19,203.76
2025-08-18 08:38:00,203.76,204.16,197.68,200.41
2025-08-18 08:39:00,200.41,200.44,198.24,198.72
2025-08-18 08:40:00,198.72,203.5,197.74,201.99
2025-08-18 08:41:00,201.99,206.54,201.4,204.99
2025-08-18 08:42:00,204.99,205.76,201.88,202.98
2025-08-18 08:43:00,202.98,203.27,201.17,201.55
2025-08-18 08:44:00,201.55,206.93,201.3,205.26
2025-08-18 08:45:00,205.26,205.34,204.59,204.68
2025-08-18 08:46:00,204.68,205.09,202.76,203.52
2025-08-18 08:47:00,203.52,203.97,201.11,201.9
2025-08-18 08:48:00,201.9,201.91,201.29,201.36
2025-08-18 08:49:00,201.36,203.91,200.64,203.79
2025-08-18 08:50:00,203.79,208.47,202.93,206.9
2025-08-18 08:51:00,206.9,208.29,206.68,207.75
2025-08-18 08:52:00,207.75,208.17,206.2,206.3
2025-08-18 08:53:00,206.3,207.33,201.3,203.33
2025-08-18 08:54:00,203.33,209.18,201.62,206.74
2025-08-18 08:55:00,206.74,209.5,206.56,208.53
2025-08-18 08:56:00,208.53,208.82,206.92,207.4
2025-08-18 08:57:00,207.4,211.78,206.41,210.33
2025-08-18 08:58:00,210.33,211.24,210.04,210.87
2025-08-18 08:59:00,210.87,211.17,209.29,209.82
2025-08-18 09:00:00,209.82,210.12,209.69,210.05
2025-08-18 09:01:00,210.05,210.3,208.82,209.03
2025-08-18 09:02:00,209.03,212.97,208.95,211.1
2025-08-18 09:03:00,211.1,212.04,208.8,209.0
2025-08-18 09:04:00,209.0,209.03,208.06,208.3
2025-08-18 09:05:00,208.3,208.51,207.8,207.87
2025-08-18 09:06:00,207.87,207.95,204.58,205.78
2025-08-18 09:07:00,205.78,206.55,200.97,201.81
2025-08-18 09:08:00,201.81,201.9,198.85,199.34
2025-08-18 09:09:00,199.34,199.37,199.21,199.27
2025-08-18 09:10:00,199.27,203.51,198.27,202.5
2025-08-18 09:11:00,202.5,203.05,198.25,198.6
2025-08-18 09:12:00,198.6,199.92,194.61,195.84
2025-08-18 09:13:00,195.84,196.73,195.63,196.48
2025-08-18 09:14:00,196.48,196.9,194.51,195.18
2025-08-18 09:15:00,195.18,195.19,194.64,194.76
2025-08-18 09:16:00,194.76,195.43,191.61,192.86
2025-08-18 09:17:00,192.86,192.87,192.14,192.37
2025-08-18 09:18:00,192.37,195.13,191.94,194.4
2025-08-18 09:19:00,194.4,194.45,193.89,193.97
2025-08-18 09:20:00,193.97,199.03,192.79,197.18
2025-08-18 09:21:00,197.18,197.88,194.74,195.07
2025-08-18 09:22:00,195.07,196.3,191.03,191.35
2025-08-18 09:23:00,191.35,195.29,190.42,194.7
2025-08-18 09:24:00,194.7,194.89,193.67,194.07
2025-08-18 09:25:00,194.07,194.68,191.66,192.02
2025-08-18 09:26:00,192.02,192.87,188.35,188.35
2025-08-18 09:27:00,188.35,191.22,188.0,190.07
2025-08-18 09:28:00,190.07,192.72,189.78,192.62
2025-08-18 09:29:00,192.62,193.52,192.53,193.52
2025-08-18 09:30:00,193.52,195.01,193.12,194.94
2025-08-18 09:31:00,194.94,196.22,191.61,192.37
2025-08-18 09:32:00,192.37,192.41,191.77,191.92
2025-08-18 09:33:00,191.92,196.61,190.91,195.11
2025-08-18 09:34:00,195.11,195.44,192.11,193.27
2025-08-18 09:35:00,193.27,193.59,191.15,191.94
2025-08-18 09:36:00,191.94,192.84,191.6,192.76
2025-08-18 09:37:00,192.76,196.27,192.55,195.71
2025-08-18 09:38:00,195.71,196.04,194.43,194.72
2025-08-18 09:39:00,194.72,196.33,194.3,195.94
2025-08-18 09:40:00,195.94,196.14,194.85,194.95
2025-08-18 09:41:00,194.95,196.32,190.92,192.03
2025-08-18 09:42:00,192.03,192.08,190.29,190.49
2025-08-18 09:43:00,190.49,190.5,186.83,187.47
2025-08-18 09:44:00,187.47,187.49,186.98,187.09
2025-08-18 09:45:00,187.09,187.31,185.62,185.79
2025-08-18 09:46:00,185.79,186.14,182.47,182.83
2025-08-18 09:47:00,182.83,182.93,178.4,180.11
2025-08-18 09:48:00,180.11,180.2,178.24,178.38
2025-08-18 09:49:00,178.38,179.26,178.37,179.01
2025-08-18 09:50:00,179.01,181.3,178.65,180.82
2025-08-18 09:51:00,180.82,181.68,178.18,179.14
2025-08-18 09:52:00,179.14,184.3,178.83,181.79
2025-08-18 09:53:00,181.79,182.77,178.53,178.99
2025-08-18 09:54:00,178.99,178.99,178.98,178.98
2025-08-18 09:55:00,178.98,180.2,175.88,175.98
2025-08-18 09:56:00,175.98,176.73,171.86,172.91
2025-08-18 09:57:00,172.91,173.02,172.5,172.51
2025-08-18 09:58:00,172.51,172.88,168.61,170.02
2025-08-18 09:59:00,170.02,170.53,163.77,166.65
2025-08-18 10:00:00,166.65,168.79,166.47,168.57
2025-08-18 10:01:00,168.57,171.64,167.7,171.32
2025-08-18 10:02:00,171.32,171.62,169.01,169.12
2025-08-18 10:03:00,169.12,169.89,166.12,166.12
2025-08-18 10:04:00,166.12,166.28,164.63,165.24
2025-08-18 10:05:00,165.24,166.21,161.48,162.42
2025-08-18 10:06:00,162.42,164.81,162.2,164.03
2025-08-18 10:07:00,164.03,164.44,160.24,161.55
2025-08-18 10:08:00,161.55,161.59,158.83,159.76
2025-08-18 10:09:00,159.76,159.81,159.03,159.26
2025-08-18 10:10:00,159.26,159.54,159.23,159.41
2025-08-18 10:11:00,159.41,161.78,158.67,161.63
2025-08-18 10:12:00,161.63,161.65,160.57,160.98
2025-08-18 10:13:00,160.98,164.71,160.76,163.02
2025-08-18 10:14:00,163.02,168.2,162.35,165.8
2025-08-18 10:15:00,165.8,168.56,165.59,168.29
2025-08-18 10:16:00,168.29,171.9,167.39,171.33
2025-08-18 10:17:00,171.33,171.9,168.23,168.38
2025-08-18 10:18:00,168.38,168.43,167.57,167.8
2025-08-18 10:19:00,167.8,171.64,167.78,171.1
2025-08-18 10:20:00,171.1,173.9,170.37,172.71
2025-08-18 10:21:00,172.71,173.68,170.06,170.39
2025-08-18 10:22:00,170.39,175.06,168.65,173.61
2025-08-18 10:23:00,173.61,173.85,169.52,170.95
2025-08-18 10:24:00,170.95,174.14,170.55,173.11
2025-08-18 10:25:00,173.11,173.18,172.73,172.77
2025-08-18 10:26:00,172.77,173.06,169.76,170.86
2025-08-18 10:27:00,170.86,171.02,169.22,169.65
2025-08-18 10:28:00,169.65,169.88,166.51,166.53
2025-08-18 10:29:00,166.53,170.16,166.47,169.84
2025-08-18 10:30:00,169.84,172.73,169.66,171.87
2025-08-18 10:31:00,171.87,171.99,170.34,170.94
2025-08-18 10:32:00,170.94,171.09,168.72,169.58
2025-08-18 10:33:00,169.58,169.98,166.9,167.64
2025-08-18 10:34:00,167.64,168.44,167.37,168.31
2025-08-18 10:35:00,168.31,169.02,168.24,168.95
2025-08-18 10:36:00,168.95,170.73,168.68,170.62
2025-08-18 10:37:00,170.62,170.63,166.09,167.47
2025-08-18 10:38:00,167.47,167.62,165.59,166.2
2025-08-18 10:39:00,166.2,166.56,164.13,164.68
2025-08-18 10:40:00,164.68,164.99,163.74,163.88
2025-08-18 10:41:00,163.88,165.98,163.72,165.51
2025-08-18 10:42:00,165.51,168.73,164.89,167.84
2025-08-18 10:43:00,167.84,170.04,167.46,169.18
2025-08-18 10:44:00,169.18,169.66,166.81,167.48
2025-08-18 10:45:00,167.48,168.04,166.05,166.08
2025-08-18 10:46:00,166.08,166.2,163.22,163.51
2025-08-18 10:47:00,163.51,164.08,161.93,162.3
2025-08-18 10:48:00,162.3,163.78,162.23,163.5
2025-08-18 10:49:00,163.5,163.54,163.23,163.33
2025-08-18 10:50:00,163.33,168.08,162.71,166.49
2025-08-18 10:51:00,166.49,168.08,166.2,167.84
2025-08-18 10:52:00,167.84,167.97,164.91,165.52
2025-08-18 10:53:00,165.52,166.75,165.42,166.56
2025-08-18 10:54:00,166.56,167.01,160.89,163.43
2025-08-18 10:55:00,163.43,163.59,160.68,161.68
2025-08-18 10:56:00,161.68,161.7,161.6,161.6
2025-08-18 10:57:00,161.6,163.85,161.23,163.41
2025-08-18 10:58:00,163.41,164.07,160.76,161.8
2025-08-18 10:59:00,161.8,163.53,161.32,163.4
2025-08-18 11:00:00,163.4,166.22,162.47,166.21
2025-08-18 11:01:00,166.21,166.23,166.01,166.03
2025-08-18 11:02:00,166.03,166.17,165.12,165.13
2025-08-18 11:03:00,165.13,168.46,164.26,167.98
2025-08-18 11:04:00,167.98,168.76,167.74,168.39
2025-08-18 11:05:00,168.39,170.54,167.57,170.05
2025-08-18 11:06:00,170.05,171.62,169.88,171.08
2025-08-18 11:07:00,171.08,171.54,166.62,167.77
2025-08-18 11:08:00,167.77,171.79,167.11,171.04
2025-08-18 11:09:00,171.04,174.77,170.28,173.72
2025-08-18 11:10:00,173.72,178.72,173.19,176.62
2025-08-18 11:11:00,176.62,180.14,176.4,178.88
2025-08-18 11:12:00,178.88,179.29,172.97,175.71
2025-08-18 11:13:00,175.71,178.36,175.29,178.32
2025-08-18 11:14:00,178.32,180.96,178.04,180.8
2025-08-18 11:15:00,180.8,180.81,177.25,178.84
2025-08-18 11:16:00,178.84,179.35,173.92,175.83
2025-08-18 11:17:00,175.83,177.83,174.99,177.6
2025-08-18 11:18:00,177.6,178.36,175.26,175.47
2025-08-18 11:19:00,175.47,176.7,170.54,172.01
2025-08-18 11:20:00,172.01,172.02,171.67,171.73
2025-08-18 11:21:00,171.73,172.14,169.57,169.93
2025-08-18 11:22:00,169.93,170.72,166.67,166.74
2025-08-18 11:23:00,166.74,171.53,165.22,170.07
2025-08-18 11:24:00,170.07,170.28,168.18,168.58
2025-08-18 11:25:00,168.58,169.66,165.61,165.62
2025-08-18 11:26:00,165.62,165.99,161.77,162.71
2025-08-18 11:27:00,162.71,162.8,160.04,160.68
2025-08-18 11:28:00,160.68,163.37,160.29,162.53
2025-08-18 11:29:00,162.53,162.78,161.63,161.75
2025-08-18 11:30:00,161.75,161.97,161.73,161.87
2025-08-18 11:31:00,161.87,161.88,161.85,161.86
2025-08-18 11:32:00,161.86,162.02,159.43,160.16
2025-08-18 11:33:00,160.16,160.76,160.11,160.59
2025-08-18 11:34:00,160.59,160.59,160.57,160.57
2025-08-18 11:35:00,160.57,161.43,160.46,161.31
2025-08-18 11:36:00,161.31,161.61,160.34,160.69
2025-08-18 11:37:00,160.69,160.95,159.97,160.2
2025-08-18 11:38:00,160.2,162.75,159.9,162.0
2025-08-18 11:39:00,162.0,162.24,161.24,161.25
2025-08-18 11:40:00,161.25,161.85,161.25,161.81
2025-08-18 11:41:00,161.81,162.1,160.07,160.57
2025-08-18 11:42:00,160.57,161.07,160.46,161.06
2025-08-18 11:43:00,161.06,161.21,157.67,158.35
2025-08-18 11:44:00,158.35,161.85,157.51,160.43
2025-08-18 11:45:00,160.43,162.9,159.96,161.89
2025-08-18 11:46:00,161.89,162.12,161.87,162.05
2025-08-18 11:47:00,162.05,162.24,160.72,160.79
2025-08-18 11:48:00,160.79,161.21,160.7,161.15
2025-08-18 11:49:00,161.15,161.46,159.98,160.31
2025-08-18 11:50:00,160.31,160.54,158.33,158.6
2025-08-18 11:51:00,158.6,160.52,158.08,160.33
2025-08-18 11:52:00,160.33,162.09,160.16,161.69
2025-08-18 11:53:00,161.69,163.5,161.25,163.29
2025-08-18 11:54:00,163.29,168.18,162.52,166.51
2025-08-18 11:55:00,166.51,169.06,165.87,167.92
2025-08-18 11:56:00,167.92,168.31,166.54,167.02
2025-08-18 11:57:00,167.02,167.34,165.48,165.72
2025-08-18 11:58:00,165.72,166.07,161.01,162.95
2025-08-18 11:59:00,162.95,165.48,162.91,165.39
2025-08-18 12:00:00,165.39,168.62,165.04,167.39
2025-08-18 12:01:00,167.39,168.17,163.81,165.07
2025-08-18 12:02:00,165.07,168.97,164.5,167.58
2025-08-18 12:03:00,167.58,168.15,164.39,164.73
2025-08-18 12:04:00,164.73,165.31,162.41,162.45
2025-08-18 12:05:00,162.45,162.95,160.51,161.2
2025-08-18 12:06:00,161.2,161.24,158.66,159.52
2025-08-18 12:07:00,159.52,160.2,156.52,157.71
2025-08-18 12:08:00,157.71,161.32,157.22,160.41
2025-08-18 12:09:00,160.41,160.47,159.9,160.09
2025-08-18 12:10:00,160.09,162.22,160.02,161.66
2025-08-18 12:11:00,161.66,161.67,161.61,161.63
2025-08-18 12:12:00,161.63,162.11,157.07,159.05
2025-08-18 12:13:00,159.05,159.56,156.38,157.38
2025-08-18 12:14:00,157.38,158.86,152.53,154.57
2025-08-18 12:15:00,154.57,155.16,154.54,155.12
2025-08-18 12:16:00,155.12,157.99,154.75,157.05
2025-08-18 12:17:00,157.05,157.89,153.78,155.18
2025-08-18 12:18:00,155.18,155.99,151.99,152.32
2025-08-18 12:19:00,152.32,155.01,152.23,153.78
2025-08-18 12:20:00,153.78,157.06,153.23,156.16
2025-08-18 12:21:00,156.16,156.23,156.14,156.21
2025-08-18 12:22:00,156.21,157.52,156.06,157.16
2025-08-18 12:23:00,157.16,157.3,156.35,156.53
2025-08-18 12:24:00,156.53,160.07,156.08,158.48
2025-08-18 12:25:00,158.48,162.65,157.5,160.84
2025-08-18 12:26:00,160.84,161.27,155.78,157.85
2025-08-18 12:27:00,157.85,158.35,157.83,158.3
2025-08-18 12:28:00,158.3,162.58,157.68,161.06
2025-08-18 12:29:00,161.06,161.07,160.31,160.46
2025-08-18 12:30:00,160.46,163.18,159.94,162.3
2025-08-18 12:31:00,162.3,162.5,160.46,160.71
2025-08-18 12:32:00,160.71,164.44,159.85,163.36
2025-08-18 12:33:00,163.36,167.82,162.39,166.37
2025-08-18 12:34:00,166.37,167.45,166.1,167.14
2025-08-18 12:35:00,167.14,171.16,166.18,169.9
2025-08-18 12:36:00,169.9,171.97,169.47,171.42
2025-08-18 12:37:00,171.42,174.28,171.25,173.26
2025-08-18 12:38:00,173.26,173.39,172.56,172.74
2025-08-18 12:39:00,172.74,174.55,172.07,174.37
2025-08-18 12:40:00,174.37,177.72,173.97,176.38
2025-08-18 12:41:00,176.38,177.94,176.17,177.49
2025-08-18 12:42:00,177.49,180.26,177.25,179.25
2025-08-18 12:43:00,179.25,180.15,175.04,175.85
2025-08-18 12:44:00,175.85,176.7,174.08,174.11
2025-08-18 12:45:00,174.11,174.16,173.6,173.73
2025-08-18 12:46:00,173.73,174.59,171.2,171.54
2025-08-18 12:47:00,171.54,175.81,170.57,173.87
2025-08-18 12:48:00,173.87,174.2,172.74,172.99
2025-08-18 12:49:00,172.99,173.38,170.65,171.01
2025-08-18 12:50:00,171.01,171.13,170.29,170.58
2025-08-18 12:51:00,170.58,170.62,170.11,170.12
2025-08-18 12:52:00,170.12,172.28,169.09,172.24
2025-08-18 12:53:00,172.24,172.7,172.13,172.54
2025-08-18 12:54:00,172.54,175.8,171.72,175.32
2025-08-18 12:55:00,175.32,175.33,175.24,175.27
2025-08-18 12:56:00,175.27,178.12,174.58,177.06
2025-08-18 12:57:00,177.06,178.21,176.81,177.98
2025-08-18 12:58:00,177.98,180.16,177.63,179.99
2025-08-18 12:59:00,179.99,180.1,178.1,178.62
2025-08-18 13:00:00,178.62,182.34,178.09,181.87
2025-08-18 13:01:00,181.87,182.01,181.02,181.26
2025-08-18 13:02:00,181.26,181.66,177.95,179.11
2025-08-18 13:03:00,179.11,179.49,175.95,175.98
2025-08-18 13:04:00,175.98,176.09,175.5,175.55
2025-08-18 13:05:00,175.55,175.59,173.57,173.87
2025-08-18 13:06:00,173.87,174.06,173.86,173.99
2025-08-18 13:07:00,173.99,174.15,173.26,173.29
2025-08-18 13:08:00,173.29,173.45,171.83,172.26
2025-08-18 13:09:00,172.26,172.44,170.4,171.0
2025-08-18 13:10:00,171.0,171.55,169.12,169.79
2025-08-18 13:11:00,169.79,171.49,169.66,170.82
2025-08-18 13:12:00,170.82,172.54,170.79,171.9
2025-08-18 13:13:00,171.9,174.85,171.8,174.02
2025-08-18 13:14:00,174.02,177.73,173.47,176.44
2025-08-18 13:15:00,176.44,176.78,174.29,174.84
2025-08-18 13:16:00,174.84,175.95,174.78,175.56
2025-08-18 13:17:00,175.56,175.69,174.85,174.89
2025-08-18 13:18:00,174.89,176.11,174.84,175.85
2025-08-18 13:19:00,175.85,175.94,173.94,174.27
2025-08-18 13:20:00,174.27,178.6,173.7,177.14
2025-08-18 13:21:00,177.14,177.45,172.66,174.39
2025-08-18 13:22:00,174.39,174.46,172.99,173.46
2025-08-18 13:23:00,173.46,176.81,173.41,176.55
2025-08-18 13:24:00,176.55,176.6,174.03,175.05
2025-08-18 13:25:00,175.05,175.51,174.94,175.45
2025-08-18 13:26:00,175.45,176.55,171.11,172.28
2025-08-18 13:27:00,172.28,176.91,171.73,175.59
2025-08-18 13:28:00,175.59,175.73,175.57,175.72
2025-08-18 13:29:00,175.72,175.91,173.47,174.36
2025-08-18 13:30:00,174.36,174.79,170.39,171.63
2025-08-18 13:31:00,171.63,172.42,171.57,172.21
2025-08-18 13:32:00,172.21,172.3,172.21,172.28
2025-08-18 13:33:00,172.28,172.74,168.74,169.88
2025-08-18 13:34:00,169.88,170.24,168.52,169.07
2025-08-18 13:35:00,169.07,173.73,168.62,172.28
2025-08-18 13:36:00,172.28,172.29,168.51,168.93
2025-08-18 13:37:00,168.93,168.97,168.93,168.97
2025-08-18 13:38:00,168.97,169.17,166.9,167.83
2025-08-18 13:39:00,167.83,171.36,167.29,170.66
2025-08-18 13:40:00,170.66,171.14,168.0,168.89
2025-08-18 13:41:00,168.89,170.71,168.75,169.95
2025-08-18 13:42:00,169.95,170.76,169.84,170.65
2025-08-18 13:43:00,170.65,170.66,170.57,170.6
2025-08-18 13:44:00,170.6,172.89,170.44,171.95
2025-08-18 13:45:00,171.95,175.78,171.56,174.55
2025-08-18 13:46:00,174.55,174.84,173.86,173.87
2025-08-18 13:47:00,173.87,174.1,172.31,172.91
2025-08-18 13:48:00,172.91,175.37,172.15,175.2
